week,week_start,specialty,clinic_id,providers,booked_slots,effective_capacity,demand,utilisation,avg_wait_days,no_show_rate,cancel_rate,appt_minutes
15,2025-06-16,Cardiology,CLN-04,3,125.3,115.5,104.8,0.9071,13.09,0.1107,0.1016,30
16,2025-06-23,Cardiology,CLN-04,3,145.6,134.1,115.2,0.8595,8.94,0.1249,0.0832,30
17,2025-06-30,Cardiology,CLN-04,3,131.8,121.5,101.7,0.8375,8.98,0.1019,0.1168,30
18,2025-07-07,Cardiology,CLN-04,3,138.2,128.8,117.9,0.9154,16.45,0.1038,0.0745,30
19,2025-07-14,Cardiology,CLN-04,3,135.4,125.0,103.2,0.8257,5.35,0.1124,0.0938,30
20,2025-07-21,Cardiology,CLN-04,3,124.9,114.6,117.1,0.965,20.59,0.1326,0.0817,30
21,2025-07-28,Cardiology,CLN-04,3,140.5,131.0,118.9,0.9073,17.68,0.1095,0.0644,30
22,2025-08-04,Cardiology,CLN-04,3,148.1,137.0,115.5,0.8427,14.6,0.1267,0.064,30
23,2025-08-11,Cardiology,CLN-04,3,130.5,119.3,109.2,0.9157,15.73,0.1253,0.1059,30
24,2025-08-18,Cardiology,CLN-04,3,148.0,133.6,103.0,0.7715,3.8,0.1432,0.1175,30
25,2025-08-25,Cardiology,CLN-04,3,138.1,126.5,112.2,0.8873,15.45,0.1103,0.1232,30
26,2025-09-01,Cardiology,CLN-04,3,136.6,126.4,113.6,0.8984,20.16,0.1183,0.0745,30
27,2025-09-08,Cardiology,CLN-04,3,134.1,123.8,127.6,0.965,30.47,0.1078,0.1013,30
28,2025-09-15,Cardiology,CLN-04,3,130.5,122.5,111.1,0.9074,13.6,0.0803,0.0908,30
29,2025-09-22,Cardiology,CLN-04,3,153.0,139.6,92.5,0.6626,1.57,0.1245,0.112,30
30,2025-09-29,Cardiology,CLN-04,3,147.8,138.1,106.6,0.7723,7.5,0.1241,0.0367,30
31,2025-10-06,Cardiology,CLN-04,3,142.0,130.0,106.9,0.8223,4.61,0.1393,0.0773,30
32,2025-10-13,Cardiology,CLN-04,3,140.5,130.1,112.3,0.8631,13.18,0.1091,0.0888,30
33,2025-10-20,Cardiology,CLN-04,3,137.5,129.4,105.1,0.8124,4.48,0.0897,0.0675,30
34,2025-10-27,Cardiology,CLN-04,3,132.5,122.4,95.7,0.7817,7.16,0.1209,0.078,30
35,2025-11-03,Cardiology,CLN-04,3,151.3,141.9,104.8,0.7386,7.0,0.0909,0.0756,30
36,2025-11-10,Cardiology,CLN-04,3,142.0,132.6,86.3,0.6508,6.47,0.0905,0.0917,30
37,2025-11-17,Cardiology,CLN-04,3,137.1,126.0,88.1,0.6996,6.88,0.1323,0.0764,30
38,2025-11-24,Cardiology,CLN-04,3,135.5,126.3,88.1,0.6975,8.16,0.0941,0.0902,30
39,2025-12-01,Cardiology,CLN-04,3,145.0,132.6,93.2,0.7032,5.46,0.1268,0.102,30
40,2025-12-08,Cardiology,CLN-04,3,137.0,127.1,104.3,0.8203,8.85,0.1064,0.0857,30
41,2025-12-15,Cardiology,CLN-04,3,141.0,132.1,79.1,0.5985,7.41,0.1026,0.0595,30
42,2025-12-22,Cardiology,CLN-04,3,147.7,139.5,93.9,0.6728,10.47,0.0717,0.0831,30
43,2025-12-29,Cardiology,CLN-04,3,138.2,126.9,101.4,0.7988,8.6,0.1277,0.086,30
44,2026-01-05,Cardiology,CLN-04,3,134.4,123.8,94.4,0.7629,5.33,0.1226,0.0866,30
45,2026-01-12,Cardiology,CLN-04,3,139.2,127.8,90.5,0.7078,6.13,0.1271,0.0861,30
46,2026-01-19,Cardiology,CLN-04,3,137.4,125.2,115.3,0.921,15.26,0.1218,0.1212,30
47,2026-01-26,Cardiology,CLN-04,3,131.0,122.0,91.6,0.7503,7.51,0.1055,0.0758,30
48,2026-02-02,Cardiology,CLN-04,3,125.7,112.9,94.8,0.8398,8.78,0.1552,0.1135,30
49,2026-02-09,Cardiology,CLN-04,3,134.2,123.1,98.5,0.8003,12.36,0.1234,0.0974,30
50,2026-02-16,Cardiology,CLN-04,3,139.3,130.8,91.8,0.7017,10.14,0.0893,0.073,30
51,2026-02-23,Cardiology,CLN-04,3,136.3,126.5,86.7,0.6856,9.44,0.1117,0.0775,30
52,2026-03-02,Cardiology,CLN-04,3,135.9,126.0,82.4,0.6534,3.62,0.0935,0.108,30
53,2026-03-09,Cardiology,CLN-04,3,141.8,130.8,100.0,0.7651,7.27,0.1212,0.0837,30
54,2026-03-16,Cardiology,CLN-04,3,138.3,127.1,91.0,0.7158,3.4,0.1207,0.0929,30
55,2026-03-23,Cardiology,CLN-04,3,118.8,109.7,89.2,0.8127,8.43,0.1132,0.0907,30
56,2026-03-30,Cardiology,CLN-04,3,138.1,125.3,88.8,0.7083,6.16,0.1434,0.0993,30
57,2026-04-06,Cardiology,CLN-04,3,137.9,128.3,96.8,0.7548,4.25,0.1171,0.0622,30
58,2026-04-13,Cardiology,CLN-04,3,132.1,121.4,102.5,0.8442,8.36,0.1089,0.1154,30
59,2026-04-20,Cardiology,CLN-04,3,127.1,117.0,93.2,0.7973,6.49,0.1394,0.0613,30
60,2026-04-27,Cardiology,CLN-04,3,149.1,136.8,121.9,0.8913,13.61,0.1173,0.106,30
61,2026-05-04,Cardiology,CLN-04,3,131.1,120.9,104.6,0.8647,11.22,0.1357,0.0596,30
62,2026-05-11,Cardiology,CLN-04,3,147.7,134.4,104.2,0.7754,7.18,0.1476,0.0839,30
63,2026-05-18,Cardiology,CLN-04,3,136.3,125.0,121.2,0.965,42.96,0.1238,0.0968,30
64,2026-05-25,Cardiology,CLN-04,3,145.4,135.7,115.2,0.8488,9.63,0.0871,0.0964,30
65,2026-06-01,Cardiology,CLN-04,3,140.6,130.4,119.3,0.9152,15.83,0.1053,0.0892,30
66,2026-06-08,Cardiology,CLN-04,3,136.6,125.6,111.6,0.8886,14.27,0.1175,0.1001,30
67,2026-06-15,Cardiology,CLN-04,3,141.9,133.3,92.0,0.6904,9.76,0.0846,0.0811,30
68,2026-06-22,Cardiology,CLN-04,3,135.7,125.3,126.6,0.965,37.53,0.1274,0.0671,30
69,2026-06-29,Cardiology,CLN-04,3,141.3,129.7,130.5,0.965,35.56,0.1254,0.0916,30
70,2026-07-06,Cardiology,CLN-04,3,141.9,133.3,93.5,0.7014,8.96,0.0873,0.076,30
71,2026-07-13,Cardiology,CLN-04,3,127.6,118.9,123.8,0.965,38.06,0.1151,0.0609,30
72,2026-07-20,Cardiology,CLN-04,3,149.9,137.2,110.4,0.8045,4.24,0.1369,0.0816,30
73,2026-07-27,Cardiology,CLN-04,3,131.1,120.4,104.8,0.8702,10.41,0.1253,0.0904,30
74,2026-08-03,Cardiology,CLN-04,3,137.8,125.8,110.7,0.8796,13.42,0.1393,0.0858,30
75,2026-08-10,Cardiology,CLN-04,3,133.8,125.2,122.5,0.965,38.5,0.1106,0.0526,30
76,2026-08-17,Cardiology,CLN-04,3,142.3,131.8,115.2,0.874,12.68,0.1198,0.0709,30
77,2026-08-24,Cardiology,CLN-04,3,143.2,132.4,98.8,0.7456,7.27,0.1184,0.0784,30
0,2025-03-03,Orthopedics,CLN-01,4,170.9,155.1,108.3,0.6982,1.0,0.1494,0.089,35
1,2025-03-10,Orthopedics,CLN-01,4,180.2,164.6,117.6,0.7143,4.99,0.133,0.0954,35
2,2025-03-17,Orthopedics,CLN-01,4,165.9,152.6,118.3,0.7754,1.04,0.1076,0.1134,35
3,2025-03-24,Orthopedics,CLN-01,4,168.7,152.9,122.8,0.8032,4.8,0.1414,0.1067,35
4,2025-03-31,Orthopedics,CLN-01,4,173.2,159.7,97.2,0.6086,2.47,0.1175,0.0909,35
5,2025-04-07,Orthopedics,CLN-01,4,162.3,147.2,108.2,0.7351,1.0,0.131,0.1219,35
6,2025-04-14,Orthopedics,CLN-01,4,164.6,150.1,110.3,0.7346,1.73,0.1564,0.0637,35
7,2025-04-21,Orthopedics,CLN-01,4,146.3,135.6,115.4,0.8511,5.15,0.102,0.0994,35
8,2025-04-28,Orthopedics,CLN-01,4,176.8,160.7,141.9,0.8831,6.01,0.144,0.0951,35
9,2025-05-05,Orthopedics,CLN-01,4,170.8,155.7,127.5,0.8187,10.21,0.1431,0.0864,35
10,2025-05-12,Orthopedics,CLN-01,4,159.0,146.0,134.3,0.9193,16.47,0.1359,0.073,35
11,2025-05-19,Orthopedics,CLN-01,4,155.6,141.6,134.9,0.9523,18.41,0.1431,0.0906,35
12,2025-05-26,Orthopedics,CLN-01,4,178.1,163.0,123.8,0.7594,1.0,0.1308,0.0928,35
13,2025-06-02,Orthopedics,CLN-01,4,160.2,146.9,137.1,0.9331,10.57,0.1334,0.0819,35
14,2025-06-09,Orthopedics,CLN-01,4,169.4,156.2,128.0,0.8193,1.49,0.1335,0.0636,35
15,2025-06-16,Orthopedics,CLN-01,4,177.1,161.4,128.9,0.7983,3.53,0.1347,0.1006,35
16,2025-06-23,Orthopedics,CLN-01,4,176.3,162.2,148.8,0.9172,11.59,0.136,0.0672,35
17,2025-06-30,Orthopedics,CLN-01,4,178.3,162.8,136.2,0.8364,3.3,0.1299,0.1012,35
18,2025-07-07,Orthopedics,CLN-01,4,173.1,157.4,149.0,0.9463,27.34,0.1564,0.0723,35
19,2025-07-14,Orthopedics,CLN-01,4,160.0,145.6,144.1,0.965,37.52,0.144,0.0897,35
20,2025-07-21,Orthopedics,CLN-01,4,176.5,162.0,138.0,0.8518,4.31,0.1344,0.0781,35
21,2025-07-28,Orthopedics,CLN-01,4,166.8,153.0,153.5,0.965,24.42,0.1326,0.0818,35
22,2025-08-04,Orthopedics,CLN-01,4,172.7,158.4,122.7,0.7747,6.64,0.1401,0.0711,35
23,2025-08-11,Orthopedics,CLN-01,4,163.5,153.1,131.1,0.8564,3.26,0.093,0.0762,35
24,2025-08-18,Orthopedics,CLN-01,4,171.0,158.2,157.1,0.965,18.09,0.1135,0.0842,35
25,2025-08-25,Orthopedics,CLN-01,4,163.4,147.8,130.6,0.8836,7.96,0.1437,0.1106,35
26,2025-09-01,Orthopedics,CLN-01,4,168.4,158.0,134.8,0.8533,4.71,0.1071,0.0491,35
27,2025-09-08,Orthopedics,CLN-01,4,166.5,152.8,130.3,0.8529,7.08,0.1284,0.088,35
28,2025-09-15,Orthopedics,CLN-01,4,159.9,147.1,149.1,0.965,25.91,0.1355,0.0664,35
29,2025-09-22,Orthopedics,CLN-01,4,165.4,153.0,114.5,0.7484,4.46,0.117,0.0793,35
30,2025-09-29,Orthopedics,CLN-01,4,151.7,137.7,116.6,0.847,5.34,0.1385,0.1062,35
31,2025-10-06,Orthopedics,CLN-01,4,185.9,169.9,120.2,0.7074,1.0,0.1234,0.1086,35
32,2025-10-13,Orthopedics,CLN-01,4,181.8,163.8,147.7,0.9013,11.11,0.1681,0.0821,35
33,2025-10-20,Orthopedics,CLN-01,4,174.1,159.1,119.9,0.7541,1.0,0.1515,0.0648,35
34,2025-10-27,Orthopedics,CLN-01,4,176.3,161.2,129.0,0.8005,5.44,0.1302,0.0961,35
35,2025-11-03,Orthopedics,CLN-01,4,167.5,153.2,139.6,0.9116,8.53,0.1409,0.0791,35
36,2025-11-10,Orthopedics,CLN-01,4,162.4,146.9,123.9,0.8433,7.13,0.1572,0.0896,35
37,2025-11-17,Orthopedics,CLN-01,4,163.7,152.8,104.6,0.6845,2.52,0.1069,0.0672,35
38,2025-11-24,Orthopedics,CLN-01,4,164.9,150.6,106.5,0.7067,1.02,0.132,0.0968,35
39,2025-12-01,Orthopedics,CLN-01,4,176.5,156.9,114.4,0.7289,1.0,0.1812,0.1041,35
40,2025-12-08,Orthopedics,CLN-01,4,162.9,150.1,103.4,0.6893,1.72,0.1279,0.0748,35
41,2025-12-15,Orthopedics,CLN-01,4,181.0,165.0,100.6,0.61,2.63,0.1368,0.096,35
42,2025-12-22,Orthopedics,CLN-01,4,172.5,159.0,109.3,0.6878,1.03,0.1172,0.0926,35
43,2025-12-29,Orthopedics,CLN-01,4,167.1,150.0,127.0,0.8467,4.09,0.1661,0.0993,35
44,2026-01-05,Orthopedics,CLN-01,4,159.3,147.2,113.3,0.7694,4.33,0.1361,0.0539,35
45,2026-01-12,Orthopedics,CLN-01,4,151.0,141.1,116.0,0.8221,5.73,0.1027,0.0691,35
46,2026-01-19,Orthopedics,CLN-01,4,158.9,146.7,113.2,0.7718,1.59,0.1188,0.0827,35
47,2026-01-26,Orthopedics,CLN-01,4,165.0,151.6,109.8,0.7242,1.35,0.1152,0.1056,35
48,2026-02-02,Orthopedics,CLN-01,4,162.4,148.4,103.1,0.6947,1.88,0.1493,0.068,35
49,2026-02-09,Orthopedics,CLN-01,4,160.3,145.7,98.1,0.6732,2.75,0.1435,0.0959,35
50,2026-02-16,Orthopedics,CLN-01,4,183.7,168.6,108.4,0.6432,2.47,0.1253,0.0925,35
51,2026-02-23,Orthopedics,CLN-01,4,168.7,155.5,120.3,0.7735,3.15,0.1145,0.0942,35
52,2026-03-02,Orthopedics,CLN-01,4,183.2,164.2,102.6,0.6249,1.0,0.1589,0.114,35
53,2026-03-09,Orthopedics,CLN-01,4,166.8,151.6,114.4,0.7549,5.76,0.141,0.0984,35
54,2026-03-16,Orthopedics,CLN-01,4,162.1,145.3,143.7,0.965,36.84,0.1739,0.09,35
55,2026-03-23,Orthopedics,CLN-01,4,169.5,157.3,114.3,0.7267,2.01,0.1148,0.0723,35
56,2026-03-30,Orthopedics,CLN-01,4,180.7,164.8,123.2,0.7477,5.61,0.1314,0.1031,35
57,2026-04-06,Orthopedics,CLN-01,4,162.6,146.6,118.2,0.8062,6.28,0.1638,0.0879,35
58,2026-04-13,Orthopedics,CLN-01,4,166.5,152.0,107.7,0.7087,1.0,0.1464,0.0771,35
59,2026-04-20,Orthopedics,CLN-01,4,197.0,177.5,128.3,0.7225,3.72,0.1533,0.1065,35
60,2026-04-27,Orthopedics,CLN-01,4,185.0,168.2,138.8,0.8253,3.66,0.1443,0.0926,35
61,2026-05-04,Orthopedics,CLN-01,4,174.3,160.3,113.2,0.7061,3.49,0.1299,0.0781,35
62,2026-05-11,Orthopedics,CLN-01,4,155.8,144.2,126.5,0.877,6.7,0.1173,0.0774,35
63,2026-05-18,Orthopedics,CLN-01,4,178.8,167.7,135.3,0.8066,6.56,0.0973,0.0659,35
64,2026-05-25,Orthopedics,CLN-01,4,166.8,154.6,136.2,0.8811,7.15,0.1131,0.0802,35
65,2026-06-01,Orthopedics,CLN-01,4,185.3,166.6,152.0,0.9121,13.56,0.1597,0.1033,35
66,2026-06-08,Orthopedics,CLN-01,4,163.6,151.1,137.7,0.9114,6.28,0.1205,0.0781,35
67,2026-06-15,Orthopedics,CLN-01,4,176.5,159.9,153.6,0.9605,22.02,0.1473,0.0977,35
68,2026-06-22,Orthopedics,CLN-01,4,163.0,151.2,150.4,0.965,31.59,0.1236,0.0602,35
69,2026-06-29,Orthopedics,CLN-01,4,173.3,155.9,144.4,0.9262,13.88,0.1392,0.135,35
70,2026-07-06,Orthopedics,CLN-01,4,168.8,155.6,160.5,0.965,31.41,0.1209,0.0852,35
71,2026-07-13,Orthopedics,CLN-01,4,180.4,165.3,145.4,0.8797,3.41,0.1134,0.1167,35
72,2026-07-20,Orthopedics,CLN-01,4,185.6,172.3,180.6,0.965,27.66,0.1142,0.0732,35
73,2026-07-27,Orthopedics,CLN-01,4,164.8,152.9,147.9,0.965,34.98,0.1036,0.0917,35
74,2026-08-03,Orthopedics,CLN-01,4,172.2,155.8,164.3,0.965,34.33,0.1467,0.1039,35
75,2026-08-10,Orthopedics,CLN-01,4,168.5,154.3,149.4,0.965,29.87,0.1306,0.0898,35
76,2026-08-17,Orthopedics,CLN-01,4,170.7,156.3,170.4,0.965,37.33,0.1416,0.0722,35
77,2026-08-24,Orthopedics,CLN-01,4,155.5,143.0,161.1,0.965,33.12,0.1284,0.0814,35
0,2025-03-03,Orthopedics,CLN-02,2,86.9,79.2,51.9,0.655,6.99,0.1592,0.0582,35
1,2025-03-10,Orthopedics,CLN-02,2,80.2,74.0,59.0,0.7972,10.43,0.1161,0.0908,35
2,2025-03-17,Orthopedics,CLN-02,2,88.8,80.7,45.7,0.566,4.9,0.1402,0.1014,35
3,2025-03-24,Orthopedics,CLN-02,2,84.2,77.8,52.4,0.6734,5.47,0.1198,0.0797,35
4,2025-03-31,Orthopedics,CLN-02,2,87.3,79.3,55.7,0.7024,6.68,0.1472,0.0892,35
5,2025-04-07,Orthopedics,CLN-02,2,84.3,77.8,57.1,0.7336,7.89,0.1154,0.0907,35
6,2025-04-14,Orthopedics,CLN-02,2,84.1,77.0,59.2,0.7686,6.91,0.1308,0.09,35
7,2025-04-21,Orthopedics,CLN-02,2,83.3,76.2,64.7,0.8491,2.28,0.1266,0.1013,35
8,2025-04-28,Orthopedics,CLN-02,2,95.0,87.1,66.5,0.7634,5.38,0.1423,0.0688,35
9,2025-05-05,Orthopedics,CLN-02,2,82.6,76.4,60.1,0.7872,4.39,0.1091,0.0931,35
10,2025-05-12,Orthopedics,CLN-02,2,84.6,76.8,64.0,0.8327,9.14,0.1591,0.075,35
11,2025-05-19,Orthopedics,CLN-02,2,89.6,82.5,74.2,0.9003,8.43,0.1294,0.0779,35
12,2025-05-26,Orthopedics,CLN-02,2,84.1,77.7,69.0,0.8884,10.74,0.1021,0.1074,35
13,2025-06-02,Orthopedics,CLN-02,2,82.2,73.9,70.4,0.9525,24.57,0.1624,0.0996,35
14,2025-06-09,Orthopedics,CLN-02,2,78.4,71.1,69.9,0.965,30.77,0.1501,0.0895,35
15,2025-06-16,Orthopedics,CLN-02,2,84.6,78.5,70.1,0.8923,12.81,0.1105,0.0784,35
16,2025-06-23,Orthopedics,CLN-02,2,79.8,72.9,71.2,0.965,29.65,0.1272,0.1026,35
17,2025-06-30,Orthopedics,CLN-02,2,92.1,83.9,76.5,0.9116,10.02,0.1381,0.0934,35
18,2025-07-07,Orthopedics,CLN-02,2,82.9,77.3,77.9,0.965,25.73,0.1175,0.055,35
19,2025-07-14,Orthopedics,CLN-02,2,85.2,78.3,67.9,0.8671,8.31,0.1421,0.0601,35
20,2025-07-21,Orthopedics,CLN-02,2,80.7,73.6,82.4,0.965,41.07,0.1303,0.1027,35
21,2025-07-28,Orthopedics,CLN-02,2,84.9,77.8,80.9,0.965,35.26,0.1351,0.0799,35
22,2025-08-04,Orthopedics,CLN-02,2,84.0,76.4,58.7,0.7686,7.2,0.1406,0.0968,35
23,2025-08-11,Orthopedics,CLN-02,2,84.2,77.1,71.2,0.9243,18.0,0.1383,0.0785,35
24,2025-08-18,Orthopedics,CLN-02,2,85.4,78.2,85.4,0.965,35.24,0.1376,0.0812,35
25,2025-08-25,Orthopedics,CLN-02,2,88.5,81.3,79.4,0.965,39.97,0.1183,0.1022,35
26,2025-09-01,Orthopedics,CLN-02,2,83.0,77.3,81.3,0.965,27.86,0.0964,0.091,35
27,2025-09-08,Orthopedics,CLN-02,2,81.8,76.5,83.7,0.965,43.14,0.1045,0.0627,35
28,2025-09-15,Orthopedics,CLN-02,2,82.5,75.5,72.8,0.9639,29.65,0.1462,0.0664,35
29,2025-09-22,Orthopedics,CLN-02,2,83.0,76.3,71.7,0.9399,20.99,0.1258,0.0844,35
30,2025-09-29,Orthopedics,CLN-02,2,81.3,75.1,73.4,0.965,31.21,0.1252,0.0709,35
31,2025-10-06,Orthopedics,CLN-02,2,82.6,75.5,72.1,0.955,21.45,0.1373,0.0861,35
32,2025-10-13,Orthopedics,CLN-02,2,79.2,71.5,74.6,0.965,30.86,0.1566,0.0957,35
33,2025-10-20,Orthopedics,CLN-02,2,85.5,79.2,76.1,0.9612,24.83,0.0938,0.1105,35
34,2025-10-27,Orthopedics,CLN-02,2,82.6,75.4,55.8,0.7394,4.43,0.1409,0.0838,35
35,2025-11-03,Orthopedics,CLN-02,2,79.9,72.9,60.0,0.8237,7.76,0.1396,0.0882,35
36,2025-11-10,Orthopedics,CLN-02,2,94.0,86.6,71.0,0.8204,8.49,0.13,0.0734,35
37,2025-11-17,Orthopedics,CLN-02,2,88.6,81.8,55.2,0.6746,1.22,0.1255,0.0696,35
38,2025-11-24,Orthopedics,CLN-02,2,84.4,76.1,62.1,0.8159,9.84,0.1739,0.074,35
39,2025-12-01,Orthopedics,CLN-02,2,82.9,76.3,68.8,0.9018,9.39,0.1291,0.077,35
40,2025-12-08,Orthopedics,CLN-02,2,89.7,83.6,68.5,0.8194,3.47,0.1066,0.0703,35
41,2025-12-15,Orthopedics,CLN-02,2,88.4,79.8,57.4,0.7191,4.47,0.1541,0.1003,35
42,2025-12-22,Orthopedics,CLN-02,2,84.1,76.1,57.5,0.7558,5.23,0.1511,0.0944,35
43,2025-12-29,Orthopedics,CLN-02,2,84.3,78.0,63.4,0.8119,3.78,0.1081,0.0899,35
44,2026-01-05,Orthopedics,CLN-02,2,80.3,72.4,63.9,0.8818,14.39,0.1579,0.0952,35
45,2026-01-12,Orthopedics,CLN-02,2,85.6,79.1,59.0,0.7452,6.89,0.119,0.0768,35
46,2026-01-19,Orthopedics,CLN-02,2,85.7,79.7,69.6,0.8731,10.52,0.1051,0.0796,35
47,2026-01-26,Orthopedics,CLN-02,2,88.7,81.1,61.0,0.7526,10.15,0.1359,0.0873,35
48,2026-02-02,Orthopedics,CLN-02,2,85.9,78.7,61.8,0.7851,8.53,0.1309,0.0889,35
49,2026-02-09,Orthopedics,CLN-02,2,75.9,69.3,53.0,0.7648,3.55,0.1364,0.0911,35
50,2026-02-16,Orthopedics,CLN-02,2,78.3,72.1,61.6,0.855,12.03,0.123,0.0879,35
51,2026-02-23,Orthopedics,CLN-02,2,79.2,72.5,64.1,0.8843,11.91,0.137,0.0816,35
52,2026-03-02,Orthopedics,CLN-02,2,89.7,82.9,69.2,0.835,14.56,0.1277,0.0644,35
53,2026-03-09,Orthopedics,CLN-02,2,84.4,77.6,62.1,0.801,7.86,0.1284,0.0824,35
54,2026-03-16,Orthopedics,CLN-02,2,81.1,74.2,60.7,0.8184,10.54,0.13,0.0963,35
55,2026-03-23,Orthopedics,CLN-02,2,87.7,81.6,71.5,0.8766,11.1,0.1142,0.0639,35
56,2026-03-30,Orthopedics,CLN-02,2,83.2,75.6,67.4,0.8923,13.5,0.1392,0.1021,35
57,2026-04-06,Orthopedics,CLN-02,2,81.6,74.7,61.8,0.8273,3.98,0.1273,0.0982,35
58,2026-04-13,Orthopedics,CLN-02,2,86.9,78.9,68.2,0.8639,11.9,0.1498,0.088,35
59,2026-04-20,Orthopedics,CLN-02,2,90.5,83.4,67.0,0.8033,8.74,0.1165,0.0914,35
60,2026-04-27,Orthopedics,CLN-02,2,81.8,75.0,73.6,0.965,25.93,0.1311,0.0853,35
61,2026-05-04,Orthopedics,CLN-02,2,82.4,74.4,81.1,0.965,21.33,0.1558,0.0964,35
62,2026-05-11,Orthopedics,CLN-02,2,86.6,78.9,82.3,0.965,36.6,0.1349,0.099,35
63,2026-05-18,Orthopedics,CLN-02,2,80.5,73.4,73.6,0.965,25.08,0.1264,0.112,35
64,2026-05-25,Orthopedics,CLN-02,2,81.7,74.0,83.1,0.965,25.94,0.1551,0.0897,35
65,2026-06-01,Orthopedics,CLN-02,2,88.7,81.7,66.4,0.8136,5.77,0.1132,0.1008,35
66,2026-06-08,Orthopedics,CLN-02,2,86.8,78.9,90.2,0.965,28.72,0.1411,0.098,35
67,2026-06-15,Orthopedics,CLN-02,2,93.9,85.8,86.9,0.965,28.4,0.1285,0.1012,35
68,2026-06-22,Orthopedics,CLN-02,2,88.9,81.4,87.3,0.965,28.52,0.1435,0.0724,35
69,2026-06-29,Orthopedics,CLN-02,2,82.5,74.9,77.7,0.965,38.72,0.1465,0.0926,35
70,2026-07-06,Orthopedics,CLN-02,2,78.5,72.5,76.3,0.965,31.96,0.1159,0.0846,35
71,2026-07-13,Orthopedics,CLN-02,2,83.4,75.8,75.4,0.965,34.16,0.1445,0.0917,35
72,2026-07-20,Orthopedics,CLN-02,2,77.4,71.6,74.1,0.965,36.87,0.1235,0.0705,35
73,2026-07-27,Orthopedics,CLN-02,2,81.3,74.2,86.6,0.965,37.09,0.1335,0.0952,35
74,2026-08-03,Orthopedics,CLN-02,2,73.1,67.4,79.6,0.965,37.94,0.1196,0.0874,35
75,2026-08-10,Orthopedics,CLN-02,2,84.0,76.7,74.3,0.965,38.85,0.1413,0.0851,35
76,2026-08-17,Orthopedics,CLN-02,2,85.8,78.7,91.3,0.965,35.63,0.1227,0.0983,35
77,2026-08-24,Orthopedics,CLN-02,2,85.6,78.6,94.9,0.965,32.77,0.1351,0.0748,35
0,2025-03-03,Orthopedics,CLN-03,4,159.7,144.4,72.7,0.5038,3.0,0.1595,0.0865,35
1,2025-03-10,Orthopedics,CLN-03,4,169.7,153.4,74.2,0.4838,1.0,0.152,0.0987,35
2,2025-03-17,Orthopedics,CLN-03,4,174.0,160.9,82.1,0.5101,2.78,0.1102,0.0928,35
3,2025-03-24,Orthopedics,CLN-03,4,163.8,149.7,78.0,0.5213,2.78,0.1413,0.0803,35
4,2025-03-31,Orthopedics,CLN-03,4,171.5,158.5,76.6,0.4837,1.0,0.1301,0.0629,35
5,2025-04-07,Orthopedics,CLN-03,4,158.3,145.2,81.6,0.5622,3.04,0.1264,0.0926,35
6,2025-04-14,Orthopedics,CLN-03,4,173.7,157.9,82.6,0.523,1.99,0.1593,0.0697,35
7,2025-04-21,Orthopedics,CLN-03,4,172.7,155.8,90.6,0.5816,1.0,0.1604,0.0909,35
8,2025-04-28,Orthopedics,CLN-03,4,174.6,161.8,96.6,0.597,4.35,0.0994,0.1009,35
9,2025-05-05,Orthopedics,CLN-03,4,178.0,162.5,89.3,0.5494,2.6,0.1364,0.0909,35
10,2025-05-12,Orthopedics,CLN-03,4,172.8,155.7,90.4,0.5804,3.24,0.152,0.108,35
11,2025-05-19,Orthopedics,CLN-03,4,173.6,160.4,80.6,0.5023,1.0,0.1254,0.0687,35
12,2025-05-26,Orthopedics,CLN-03,4,155.8,143.3,99.1,0.6912,2.05,0.1337,0.0716,35
13,2025-06-02,Orthopedics,CLN-03,4,177.5,161.6,105.0,0.6501,1.62,0.138,0.0993,35
14,2025-06-09,Orthopedics,CLN-03,4,183.1,166.4,99.3,0.5968,4.8,0.1435,0.0949,35
15,2025-06-16,Orthopedics,CLN-03,4,174.0,161.1,86.8,0.539,1.0,0.11,0.0888,35
16,2025-06-23,Orthopedics,CLN-03,4,181.3,168.3,97.9,0.5818,1.0,0.1078,0.0832,35
17,2025-06-30,Orthopedics,CLN-03,4,174.1,159.5,103.7,0.6501,1.98,0.1263,0.0982,35
18,2025-07-07,Orthopedics,CLN-03,4,181.5,163.7,101.3,0.6189,1.0,0.163,0.0888,35
19,2025-07-14,Orthopedics,CLN-03,4,159.0,144.9,109.0,0.7519,5.64,0.1349,0.0997,35
20,2025-07-21,Orthopedics,CLN-03,4,170.7,156.1,94.7,0.6063,4.16,0.1354,0.0877,35
21,2025-07-28,Orthopedics,CLN-03,4,168.2,156.7,91.2,0.582,1.96,0.1065,0.072,35
22,2025-08-04,Orthopedics,CLN-03,4,151.8,140.4,92.0,0.6554,4.45,0.1179,0.0787,35
23,2025-08-11,Orthopedics,CLN-03,4,176.9,158.6,101.8,0.6419,1.78,0.1565,0.1193,35
24,2025-08-18,Orthopedics,CLN-03,4,163.4,149.7,106.7,0.7131,1.0,0.1385,0.0779,35
25,2025-08-25,Orthopedics,CLN-03,4,176.4,164.1,99.4,0.6058,2.66,0.1141,0.0654,35
26,2025-09-01,Orthopedics,CLN-03,4,151.7,139.8,101.2,0.724,2.78,0.1282,0.0735,35
27,2025-09-08,Orthopedics,CLN-03,4,154.5,142.7,106.6,0.7467,2.06,0.1119,0.0912,35
